"AN_EXERCICIO","NR_PERIODO","IN_PERIODICIDADE","CO_ESFERA","CO_PODER","ID_ENTE","NO_ENTE","SG_ENTE","fase_despesa","funcao","VALUE","QT_HABITANTE","ELEMENTLABEL","DT_STATUS_COLETA","dh_consulta"
"2017","1","B","M","E","2603801","Capoeiras","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1910383.21","19994","Total das Despesas Exceto Intra-Orçamentárias","2017-08-09T20:06:55Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2605608","Flores","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","164566.37","22577","Total de Despesas Intraorçamentária","2017-05-29T22:50:34Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2307502","Lavras da Mangabeira","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3908019.01","31383","Total das Despesas Exceto Intra-Orçamentárias","2016-05-24T14:05:05Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2600609","Alagoinha","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1897984.65","14341","Total das Despesas Exceto Intra-Orçamentárias","2016-07-29T18:36:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2604106","Caruaru","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1479023.74","351686","Total de Despesas Intraorçamentária","2018-11-27T14:39:03Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","1","B","M","E","2610202","Panelas","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2807606.23","26490","Total das Despesas Exceto Intra-Orçamentárias","2015-04-10T11:15:15Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2603603","Camutanga","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1157342.6","8472","Total das Despesas Exceto Intra-Orçamentárias","2017-07-29T01:35:13Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2605202","Escada","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1381444.55","67839","Total de Despesas Intraorçamentária","2018-05-29T12:20:35Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2602605","Brejo da Madre de Deus","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","9397791.18","49624","Total das Despesas Exceto Intra-Orçamentárias","2018-03-27T22:50:00Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2610707","Paulista","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1988305.04","325590","Total de Despesas Intraorçamentária","2018-11-29T20:52:59Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2601805","Betânia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","-1012682.18","12539","Total de Despesas Intraorçamentária","2017-03-31T20:49:24Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2311231","Potiretama","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","70796.13","6400","Total de Despesas Intraorçamentária","2019-10-09T19:36:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2611309","Pombos","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","256592.22","26902","Total de Despesas Intraorçamentária","2018-11-27T14:28:37Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2616183","Vertente do Lério","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1900434.56","7802","Total das Despesas Exceto Intra-Orçamentárias","2016-03-04T13:58:19Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","4","B","M","E","2616209","Vertentes","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2658005.98","19976","Total das Despesas Exceto Intra-Orçamentárias","2016-09-26T18:09:01Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2608909","Limoeiro","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7617956.43","56269","Total das Despesas Exceto Intra-Orçamentárias","2017-01-31T12:36:09Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2612406","Sanharó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3920226.55","25047","Total das Despesas Exceto Intra-Orçamentárias","2017-01-30T18:36:18Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2601102","Araripina","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","11710313.64","82298","Total das Despesas Exceto Intra-Orçamentárias","2016-05-10T15:02:56Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","5","B","M","E","2603801","Capoeiras","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2843993.4","19997","Total das Despesas Exceto Intra-Orçamentárias","2016-12-26T21:11:02Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2608404","Jurema","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2312326.19","15112","Total das Despesas Exceto Intra-Orçamentárias","2016-03-30T01:30:33Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","4","B","M","E","2601805","Betânia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1694035.11","12487","Total das Despesas Exceto Intra-Orçamentárias","2015-10-14T12:01:59Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2310951","Pires Ferreira","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1756278.86","10730","Total das Despesas Exceto Intra-Orçamentárias","2018-11-30T22:39:26Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2307650","Maracanaú","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2148208.99","221504","Total de Despesas Intraorçamentária","2016-05-30T15:46:29Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2605152","Dormentes","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2631248.62","18321","Total das Despesas Exceto Intra-Orçamentárias","2016-07-22T14:04:24Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","5","B","M","E","2602407","Brejão","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1116784.15","8989","Total das Despesas Exceto Intra-Orçamentárias","2016-11-28T15:22:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","1","B","M","E","2606309","Granito","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","885127.2","7251","Total das Despesas Exceto Intra-Orçamentárias","2015-08-04T21:10:48Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2605202","Escada","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1350064.23","67839","Total de Despesas Intraorçamentária","2017-05-30T18:51:20Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2311009","Poranga","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1758131.28","12234","Total das Despesas Exceto Intra-Orçamentárias","2018-04-05T18:32:11Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2616100","Verdejante","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","351865.02","9471","Total de Despesas Intraorçamentária","2019-03-31T11:40:32Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2313559","Tururu","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2792030.71","15768","Total das Despesas Exceto Intra-Orçamentárias","2019-01-31T21:13:28Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2604403","Chã de Alegria","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1613703.62","13428","Total das Despesas Exceto Intra-Orçamentárias","2019-03-27T18:21:40Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2603504","Camocim de São Félix","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2707278.01","18440","Total das Despesas Exceto Intra-Orçamentárias","2019-03-18T17:47:06Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2612604","Santa Maria da Boa Vista","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1444248.84","41759","Total de Despesas Intraorçamentária","2020-04-30T19:19:22Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2308401","Missão Velha","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5925029.47","35326","Total das Despesas Exceto Intra-Orçamentárias","2017-08-04T19:07:47Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2313559","Tururu","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2936306.27","15768","Total das Despesas Exceto Intra-Orçamentárias","2018-02-18T01:30:35Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2312809","Senador Sá","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1354680.28","7442","Total das Despesas Exceto Intra-Orçamentárias","2017-08-08T01:31:56Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2608800","Lajedo","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","374860.27","39570","Total de Despesas Intraorçamentária","2017-09-29T17:33:10Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2307304","Juazeiro do Norte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2580200.85","268248","Total de Despesas Intraorçamentária","2018-02-01T01:16:26Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2308104","Mauriti","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5727917.5","46335","Total das Despesas Exceto Intra-Orçamentárias","2018-04-06T14:36:34Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2311801","Russas","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","11865388.75","75762","Total das Despesas Exceto Intra-Orçamentárias","2018-07-30T12:57:55Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2600807","Altinho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","95721.67","22886","Total de Despesas Intraorçamentária","2018-03-19T13:44:32Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2612471","Santa Cruz da Baixa Verde","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","75035.27","12439","Total de Despesas Intraorçamentária","2018-11-29T20:48:23Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2300150","Acarape","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2685227.9","16418","Total das Despesas Exceto Intra-Orçamentárias","2019-01-31T19:35:21Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","3","B","M","E","2608255","Jucati","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2058201.43","11133","Total das Despesas Exceto Intra-Orçamentárias","2015-07-21T14:18:04Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2602001","Bodocó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5284835.89","37317","Total das Despesas Exceto Intra-Orçamentárias","2016-07-28T14:50:36Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2301307","Araripe","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4876253.61","21550","Total das Despesas Exceto Intra-Orçamentárias","2019-11-27T13:20:38Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2612505","Santa Cruz do Capibaribe","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","10321596.46","103660","Total das Despesas Exceto Intra-Orçamentárias","2018-07-26T20:02:21Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2604403","Chã de Alegria","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2142055.05","13302","Total das Despesas Exceto Intra-Orçamentárias","2017-09-20T18:32:45Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2304251","Cruz","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4217705.34","23833","Total das Despesas Exceto Intra-Orçamentárias","2018-07-26T17:54:40Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2614105","Sertânia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","264151.58","35761","Total de Despesas Intraorçamentária","2019-05-29T14:25:42Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2304400","Fortaleza","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","200892326.7","2643247","Total das Despesas Exceto Intra-Orçamentárias","2019-03-27T16:51:28Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2609154","Manari","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3316535.13","21085","Total das Despesas Exceto Intra-Orçamentárias","2019-05-30T20:36:28Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2616100","Verdejante","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1596154.6","9514","Total das Despesas Exceto Intra-Orçamentárias","2020-04-28T17:07:24Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2303709","Caucaia","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","26813945.52","358164","Total das Despesas Exceto Intra-Orçamentárias","2018-04-03T17:52:15Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2612802","Santa Terezinha","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","156440.36","11764","Total de Despesas Intraorçamentária","2020-01-30T13:57:02Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2306702","Jaguaretama","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3445114.09","18102","Total das Despesas Exceto Intra-Orçamentárias","2020-01-30T23:19:31Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","5","B","M","E","2600807","Altinho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2299241.44","22865","Total das Despesas Exceto Intra-Orçamentárias","2015-11-28T00:02:30Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2309607","Pacajus","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","8156395.92","68800","Total das Despesas Exceto Intra-Orçamentárias","2017-08-10T18:47:01Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2302404","Boa Viagem","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1194204.77","54440","Total de Despesas Intraorçamentária","2019-09-27T17:53:03Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2302206","Beberibe","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1503650.57","53421","Total de Despesas Intraorçamentária","2020-01-30T23:25:21Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","3","B","M","E","2613800","São Vicente Ferrer","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1724016.52","17688","Total das Despesas Exceto Intra-Orçamentárias","2015-07-29T12:47:08Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2613107","São Caitano","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5015641.82","37119","Total das Despesas Exceto Intra-Orçamentárias","2019-05-29T19:25:05Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2304509","Frecheirinha","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2803940.68","13758","Total das Despesas Exceto Intra-Orçamentárias","2019-11-29T13:14:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","4","B","M","E","2614303","Moreilândia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1492675.3","11242","Total das Despesas Exceto Intra-Orçamentárias","2016-09-23T21:44:54Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2605905","Gameleira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4331499.91","30426","Total das Despesas Exceto Intra-Orçamentárias","2017-07-28T17:29:48Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2304657","Graça","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2426091.16","15294","Total das Despesas Exceto Intra-Orçamentárias","2016-06-02T19:44:03Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2300150","Acarape","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","133389.03","16639","Total de Despesas Intraorçamentária","2019-07-25T13:52:06Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2300606","Altaneira","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1328537.68","7413","Total das Despesas Exceto Intra-Orçamentárias","2018-07-19T15:36:13Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2304269","Deputado Irapuan Pinheiro","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1493.96","9483","Total de Despesas Intraorçamentária","2018-10-09T20:53:29Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2303402","Carnaubal","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2647469.19","17747","Total das Despesas Exceto Intra-Orçamentárias","2019-11-27T13:19:27Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2311207","Potengi","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1815622.25","10986","Total das Despesas Exceto Intra-Orçamentárias","2019-07-30T12:41:10Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2313559","Tururu","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4235950.11","16015","Total das Despesas Exceto Intra-Orçamentárias","2020-02-03T13:16:19Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","4","B","M","E","2612109","Salgadinho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","892539.41","10252","Total das Despesas Exceto Intra-Orçamentárias","2015-09-25T12:59:47Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","4","B","M","E","2615508","Tracunhaém","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1147331.78","13547","Total das Despesas Exceto Intra-Orçamentárias","2015-09-28T15:42:24Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2602308","Bonito","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6071390.45","38122","Total das Despesas Exceto Intra-Orçamentárias","2016-03-31T21:11:04Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2606804","Igarassu","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","962072.5","112463","Total de Despesas Intraorçamentária","2016-09-06T21:42:53Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","4","B","M","E","2303907","Chaval","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1457239.92","12888","Total das Despesas Exceto Intra-Orçamentárias","2015-10-20T19:09:54Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2606408","Gravatá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7536968.52","82579","Total das Despesas Exceto Intra-Orçamentárias","2017-11-23T20:25:23Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2304269","Deputado Irapuan Pinheiro","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3604.39","9585","Total de Despesas Intraorçamentária","2019-07-30T11:35:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2306553","Itarema","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6289765.79","40398","Total das Despesas Exceto Intra-Orçamentárias","2016-05-27T13:08:27Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2310852","Pindoretama","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4364184.02","20207","Total das Despesas Exceto Intra-Orçamentárias","2016-08-02T01:35:45Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","2","B","M","E","2612554","Santa Filomena","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1846202.95","14076","Total das Despesas Exceto Intra-Orçamentárias","2015-10-05T18:17:18Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","2","B","M","E","2602100","Bom Conselho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4041851.74","47520","Total das Despesas Exceto Intra-Orçamentárias","2015-05-29T13:07:02Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2606101","Glória do Goitá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5166516.05","30504","Total das Despesas Exceto Intra-Orçamentárias","2020-04-29T23:30:37Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2612505","Santa Cruz do Capibaribe","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","9729803.03","103660","Total das Despesas Exceto Intra-Orçamentárias","2018-09-26T20:05:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2309904","Pacujá","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2476612.65","6246","Total das Despesas Exceto Intra-Orçamentárias","2020-02-01T01:38:22Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2309300","Nova Russas","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4215063.05","31783","Total das Despesas Exceto Intra-Orçamentárias","2016-03-03T21:52:01Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","5","B","M","E","2611705","Riacho das Almas","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","165437.12","20177","Total de Despesas Intraorçamentária","2016-11-30T16:07:33Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2313252","Tarrafas","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2133128.38","8899","Total das Despesas Exceto Intra-Orçamentárias","2017-02-04T01:33:07Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2303204","Caririaçu","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","-3990.35","26876","Total de Despesas Intraorçamentária","2019-01-31T21:59:03Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2300309","Acopiara","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7660920.19","53358","Total das Despesas Exceto Intra-Orçamentárias","2018-05-22T14:20:40Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2608750","Lagoa Grande","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","314306.31","25030","Total de Despesas Intraorçamentária","2018-03-29T13:17:31Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","4","B","M","E","2608800","Lajedo","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","363233.41","39240","Total de Despesas Intraorçamentária","2016-09-29T11:14:06Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","2","B","M","E","2601201","Arcoverde","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6072789.43","72672","Total das Despesas Exceto Intra-Orçamentárias","2015-06-05T03:30:11Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2605004","Cupira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3019130.65","23909","Total das Despesas Exceto Intra-Orçamentárias","2018-05-21T20:38:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","1","B","M","E","2607950","Jaqueira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1187681.8","11680","Total das Despesas Exceto Intra-Orçamentárias","2015-04-10T11:44:37Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2303006","Caridade","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3509.6","22427","Total de Despesas Intraorçamentária","2019-10-04T14:32:55Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","5","B","M","E","2308500","Mombaça","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5038187.7","43557","Total das Despesas Exceto Intra-Orçamentárias","2015-11-27T19:53:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2609709","Orobó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3759358.45","23717","Total das Despesas Exceto Intra-Orçamentárias","2017-04-06T13:46:36Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","1","B","M","E","2300754","Amontada","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4214190.66","41672","Total das Despesas Exceto Intra-Orçamentárias","2015-06-08T18:59:16Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","1","B","M","E","2611408","Primavera","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","753584.18","14509","Total das Despesas Exceto Intra-Orçamentárias","2016-03-30T18:40:08Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2612505","Santa Cruz do Capibaribe","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","916211.45","103660","Total de Despesas Intraorçamentária","2018-05-29T21:08:20Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2610905","Pesqueira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","999311.24","66524","Total de Despesas Intraorçamentária","2019-03-27T20:56:54Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2601706","Belo Jardim","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","10208138.05","76185","Total das Despesas Exceto Intra-Orçamentárias","2019-07-24T13:50:57Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2613008","São Bento do Una","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","677941.55","58956","Total de Despesas Intraorçamentária","2020-04-14T18:23:35Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2606200","Goiana","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1456199.56","78940","Total de Despesas Intraorçamentária","2018-09-26T19:34:30Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2303709","Caucaia","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3150981.79","358164","Total de Despesas Intraorçamentária","2017-09-29T19:48:55Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2608107","João Alfredo","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3834477.34","33217","Total das Despesas Exceto Intra-Orçamentárias","2017-11-28T12:38:52Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2305605","Independência","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3407314.24","25962","Total das Despesas Exceto Intra-Orçamentárias","2018-09-28T14:07:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2306405","Itapipoca","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","24609070.58","124950","Total das Despesas Exceto Intra-Orçamentárias","2017-02-02T20:38:42Z","##------ Sun Sep 20 09:30:05 2020 ------##"
